City,Year,WeekOfYear,Temperature_C,Humidity,Precipitation_mm,DengueCases
Ampara,2020,40,30.4375,66.32142857142857,1.6964285714285714,33
Ampara,2019,44,26.72678571428571,87.14285714285714,8.207142857142857,432
Ampara,2020,44,26.94642857142857,86.57142857142857,9.117857142857142,14
Ampara,2021,44,26.60892857142857,88.0,14.33214285714286,23
Ampara,2019,48,25.880357142857143,89.21428571428571,11.099999999999998,569
Ampara,2021,48,25.89107142857143,83.67857142857143,4.075,81
Ampara,2020,49,25.857142857142858,86.96428571428571,9.553571428571429,12
Ampara,2021,53,25.480357142857137,87.32142857142857,9.264285714285714,31
Anuradhapura,2019,1,24.98928571428572,79.75,0.3607142857142856,64
Anuradhapura,2020,1,25.87678571428572,81.39285714285714,0.725,184
Anuradhapura,2019,5,26.819642857142867,80.64285714285714,2.946428571428572,53
Anuradhapura,2020,5,26.821428571428573,75.25,0.3464285714285714,95
Anuradhapura,2021,5,25.82678571428572,80.71428571428571,1.092857142857143,18
Anuradhapura,2019,9,28.996428571428574,70.5,0.3928571428571428,51
Anuradhapura,2020,9,28.50714285714286,71.92857142857143,1.0464285714285717,44
Anuradhapura,2021,9,27.47678571428571,78.46428571428571,2.1035714285714286,27
Anuradhapura,2021,13,28.64107142857143,79.46428571428571,4.135714285714286,42
Anuradhapura,2019,14,29.746428571428574,74.35714285714286,3.7035714285714287,34
Anuradhapura,2020,14,29.441071428571423,76.85714285714286,2.675,8
Anuradhapura,2021,17,27.88392857142857,85.25,6.867857142857143,17
Anuradhapura,2019,18,29.753571428571423,74.35714285714286,0.5285714285714287,36
Anuradhapura,2020,18,28.925000000000004,82.78571428571429,6.210714285714287,9
Anuradhapura,2019,22,29.769642857142856,73.35714285714286,0.575,62
Anuradhapura,2021,22,28.14821428571429,79.53571428571429,2.107142857142857,78
Anuradhapura,2020,23,28.70714285714286,78.60714285714286,3.1357142857142857,26
Anuradhapura,2021,26,28.583928571428565,77.35714285714286,2.010714285714285,46
Anuradhapura,2019,27,29.6625,72.03571428571429,1.0678571428571433,78
Anuradhapura,2020,27,28.57321428571429,78.35714285714286,3.957142857142858,19
Anuradhapura,2021,30,28.61785714285714,75.46428571428571,1.471428571428571,24
Anuradhapura,2019,31,28.40892857142857,77.42857142857143,3.3,103
Anuradhapura,2020,31,28.39107142857143,76.96428571428571,0.9928571428571432,9
Anuradhapura,2019,35,28.25178571428572,78.32142857142857,3.8214285714285694,54
Anuradhapura,2021,35,28.45357142857143,77.64285714285714,3.310714285714286,13
Anuradhapura,2020,36,27.596428571428568,81.17857142857143,4.564285714285715,12
Anuradhapura,2021,39,27.198214285714283,84.14285714285714,7.057142857142858,19
Anuradhapura,2019,40,26.748214285714283,87.96428571428571,13.55714285714286,105
Anuradhapura,2020,40,28.300000000000004,76.85714285714286,2.0142857142857142,11
Anuradhapura,2019,44,26.74642857142857,87.21428571428571,3.8642857142857134,254
Anuradhapura,2020,44,26.832142857142856,87.07142857142857,8.796428571428573,6
Anuradhapura,2021,44,25.93928571428571,89.03571428571429,13.342857142857143,33
Anuradhapura,2019,48,25.85,87.89285714285714,5.539285714285713,270
Anuradhapura,2021,48,26.10892857142857,83.03571428571429,1.825,41
Anuradhapura,2020,49,25.241071428571427,88.25,13.553571428571429,10
Anuradhapura,2021,53,25.360714285714288,86.64285714285714,7.703571428571427,14
Badulla,2019,1,19.741071428571423,92.78571428571428,6.603571428571429,79
Badulla,2020,1,20.47142857142857,89.67857142857143,4.025,230
Badulla,2019,5,21.1125,90.03571428571429,6.457142857142858,68
Badulla,2020,5,20.74285714285714,89.71428571428571,5.049999999999999,91
Badulla,2021,5,20.50178571428572,90.03571428571429,4.689285714285715,2
Badulla,2019,9,21.27142857142857,81.5,3.071428571428572,73
Badulla,2020,9,21.98392857142857,79.67857142857143,1.2464285714285714,33
Badulla,2021,9,21.15,84.5,6.0,16
Badulla,2021,13,22.07321428571429,79.85714285714286,7.69642857142857,24
Badulla,2019,14,22.933928571428574,81.35714285714286,5.035714285714286,45
Badulla,2020,14,22.776785714285715,83.0,4.267857142857143,9
Badulla,2021,17,22.930357142857147,86.21428571428571,6.407142857142858,22
Badulla,2019,18,23.960714285714285,73.53571428571429,1.7357142857142855,41
Badulla,2020,18,23.691071428571423,83.03571428571429,4.342857142857144,15
Badulla,2019,22,25.214285714285715,67.85714285714286,2.025,88
Badulla,2021,22,22.62857142857143,77.35714285714286,5.760714285714286,67
Badulla,2020,23,24.128571428571423,72.03571428571429,2.0071428571428576,30
Badulla,2021,26,23.1875,77.75,3.4392857142857136,52
Badulla,2019,27,24.748214285714283,66.0,1.3571428571428574,113
Badulla,2020,27,23.51071428571429,76.82142857142857,5.139285714285713,23
Badulla,2021,30,23.19107142857143,76.67857142857143,6.335714285714287,20
Badulla,2019,31,24.267857142857142,71.92857142857143,3.4821428571428568,144
Badulla,2020,31,24.246428571428574,68.57142857142857,1.6285714285714283,21
Badulla,2019,35,23.237500000000004,79.21428571428571,8.04642857142857,126
Badulla,2021,35,23.0625,79.10714285714286,6.1000000000000005,25
Badulla,2020,36,23.123214285714283,78.89285714285714,5.753571428571428,14
Badulla,2021,39,22.446428571428577,82.17857142857143,7.103571428571428,105
Badulla,2019,40,21.480357142857144,90.14285714285714,14.928571428571429,230
Badulla,2020,40,23.59285714285714,68.14285714285714,1.0357142857142858,12
Badulla,2019,44,21.398214285714285,88.89285714285714,7.689285714285715,490
Badulla,2020,44,21.896428571428565,89.57142857142857,9.735714285714286,17
Badulla,2021,44,21.4125,90.25,12.717857142857143,202
Badulla,2019,48,21.060714285714283,93.14285714285714,19.50714285714286,425
Badulla,2021,48,20.49642857142857,90.03571428571429,5.907142857142858,205
Badulla,2020,49,20.8875,91.39285714285714,19.603571428571424,30
Badulla,2021,53,20.566071428571423,92.57142857142856,14.775000000000002,23
Batticaloa,2019,1,25.5625,80.89285714285714,3.435714285714286,191
Batticaloa,2020,1,26.33571428571429,81.42857142857143,2.253571428571429,1088
Batticaloa,2019,5,26.55178571428572,83.92857142857143,3.817857142857144,195
Batticaloa,2020,5,26.82678571428572,76.25,1.7392857142857143,650
Batticaloa,2021,5,25.88392857142857,82.32142857142857,2.1678571428571427,1214
Batticaloa,2019,9,27.76071428571428,77.60714285714286,0.6642857142857143,218
Batticaloa,2020,9,27.825,75.10714285714286,0.4714285714285715,222
Batticaloa,2021,9,26.975,81.14285714285714,2.932142857142857,450
Batticaloa,2021,13,28.36607142857143,80.42857142857143,2.546428571428572,249
Batticaloa,2019,14,29.089285714285715,76.67857142857143,1.6142857142857143,128
Batticaloa,2020,14,28.848214285714285,77.46428571428571,1.6392857142857142,86
Batticaloa,2021,17,28.88214285714286,80.21428571428571,4.92857142857143,115
Batticaloa,2019,18,30.11607142857143,74.25,0.7964285714285716,101
Batticaloa,2020,18,29.37857142857144,80.10714285714286,3.8535714285714286,84
Batticaloa,2019,22,31.12142857142857,68.14285714285714,1.3392857142857142,74
Batticaloa,2021,22,30.0375,70.03571428571429,3.528571428571429,48
Batticaloa,2020,23,30.44821428571429,70.82142857142857,2.057142857142857,69
Batticaloa,2021,26,30.07678571428572,68.85714285714286,2.932142857142857,21
Batticaloa,2019,27,30.444642857142856,68.28571428571429,1.1678571428571427,84
Batticaloa,2020,27,29.43928571428572,75.82142857142857,2.778571428571428,78
Batticaloa,2021,30,29.635714285714293,72.5,3.221428571428572,7
Batticaloa,2019,31,30.225,69.75,3.0357142857142856,96
Batticaloa,2020,31,30.2875,66.35714285714286,0.4107142857142857,40
Batticaloa,2019,35,28.52857142857143,80.0,5.185714285714285,66
Batticaloa,2021,35,29.478571428571428,75.03571428571429,3.757142857142857,7
Batticaloa,2020,36,28.72142857142857,77.92857142857143,7.1571428571428575,48
Batticaloa,2021,39,27.84821428571429,81.92857142857143,6.317857142857142,21
Batticaloa,2019,40,26.526785714285715,87.42857142857143,13.72142857142857,164
Batticaloa,2020,40,29.54642857142857,70.71428571428571,1.567857142857143,236
Batticaloa,2019,44,26.74464285714285,86.92857142857143,5.949999999999998,511
Batticaloa,2020,44,26.68035714285714,87.60714285714286,7.017857142857144,276
Batticaloa,2021,44,26.44821428571429,88.60714285714286,11.239285714285714,31
Batticaloa,2019,48,26.076785714285712,87.60714285714286,10.810714285714283,1020
Batticaloa,2021,48,26.08750000000001,82.96428571428571,3.153571428571429,76
Batticaloa,2020,49,25.75535714285714,87.64285714285714,11.51785714285714,840
Batticaloa,2021,53,25.778571428571432,85.96428571428571,7.517857142857143,1276
Colombo,2019,1,26.914285714285715,72.60714285714286,0.7714285714285714,1225
Colombo,2020,1,26.882142857142853,78.21428571428571,0.7107142857142856,1693
Colombo,2019,5,27.18571428571429,80.46428571428571,4.30357142857143,792
Colombo,2020,5,28.030357142857145,73.07142857142857,0.8535714285714285,767
Colombo,2021,5,26.7,77.78571428571429,0.8214285714285714,388
Colombo,2019,9,27.82678571428572,77.64285714285714,2.4750000000000005,815
Colombo,2020,9,28.105357142857144,77.67857142857143,1.135714285714286,235
Colombo,2021,9,26.616071428571427,83.53571428571429,7.067857142857142,677
Colombo,2021,13,27.269642857142856,84.25,3.4428571428571435,773
Colombo,2019,14,28.39285714285714,78.42857142857143,3.5035714285714272,579
Colombo,2020,14,27.95892857142857,82.39285714285714,5.271428571428571,30
Colombo,2021,17,27.276785714285715,86.46428571428571,14.660714285714286,588
Colombo,2019,18,28.02857142857143,82.46428571428571,4.110714285714286,866
Colombo,2020,18,27.8625,85.96428571428571,9.482142857142858,189
Colombo,2019,22,27.728571428571428,84.32142857142857,10.178571428571429,1126
Colombo,2021,22,26.98214285714285,85.03571428571429,8.639285714285718,1235
Colombo,2020,23,27.51428571428572,85.28571428571429,8.910714285714286,294
Colombo,2021,26,26.925,85.42857142857143,9.696428571428571,1286
Colombo,2019,27,27.321428571428573,83.5,6.05,1857
Colombo,2020,27,26.92857142857143,86.60714285714286,7.796428571428572,324
Colombo,2021,30,26.59464285714286,85.96428571428571,9.160714285714286,455
Colombo,2019,31,26.65,87.07142857142857,12.95,1903
Colombo,2020,31,26.94464285714286,86.35714285714286,6.785714285714284,231
Colombo,2019,35,26.355357142857144,88.35714285714286,12.203571428571433,1462
Colombo,2021,35,26.683928571428574,85.96428571428571,9.196428571428571,572
Colombo,2020,36,26.276785714285708,87.96428571428571,12.589285714285712,192
Colombo,2021,39,26.45714285714286,85.82142857142857,10.417857142857144,1132
Colombo,2019,40,25.89821428571429,89.67857142857143,16.79642857142857,2593
Colombo,2020,40,26.82678571428572,84.28571428571429,3.710714285714286,151
Colombo,2019,44,26.205357142857142,89.14285714285714,12.66785714285714,4217
Colombo,2020,44,26.475,87.25,13.275,59
Colombo,2021,44,25.6875,87.75,19.375000000000004,1466
Colombo,2019,48,26.34464285714285,87.35714285714286,5.703571428571428,3283
Colombo,2021,48,26.07857142857143,83.82142857142857,3.164285714285714,2621
Colombo,2020,49,25.932142857142853,85.03571428571429,4.803571428571429,92
Colombo,2021,53,25.755357142857143,85.85714285714286,9.114285714285714,208
Galle,2019,1,25.432142857142853,85.28571428571429,2.953571428571427,132
Galle,2020,1,26.525,80.75,1.4964285714285714,651
Galle,2019,5,26.382142857142853,83.57142857142857,6.914285714285714,123
Galle,2020,5,27.226785714285715,75.5,2.296428571428572,249
Galle,2021,5,25.846428571428568,84.92857142857143,3.092857142857144,20
Galle,2019,9,26.95357142857143,81.03571428571429,3.503571428571429,156
Galle,2020,9,28.133928571428577,73.96428571428571,1.5464285714285717,63
Galle,2021,9,26.54285714285715,82.67857142857143,5.728571428571429,33
Galle,2021,13,27.00178571428572,83.42857142857143,2.639285714285715,53
Galle,2019,14,27.442857142857136,82.03571428571429,3.817857142857143,207
Galle,2020,14,27.46428571428571,83.64285714285714,6.824999999999998,41
Galle,2021,17,27.06428571428572,85.14285714285714,11.139285714285714,7
Galle,2019,18,27.38035714285715,84.03571428571429,7.421428571428572,772
Galle,2020,18,27.355357142857144,86.25,11.417857142857144,233
Galle,2019,22,27.332142857142863,83.60714285714286,10.28571428571428,1155
Galle,2021,22,26.80178571428572,83.78571428571429,7.985714285714287,100
Galle,2020,23,27.21071428571429,84.35714285714286,7.44642857142857,149
Galle,2021,26,26.558928571428574,85.10714285714286,12.517857142857142,56
Galle,2019,27,26.916071428571428,84.25,7.592857142857142,1055
Galle,2020,27,26.61785714285714,85.5,9.410714285714286,101
Galle,2021,30,26.18928571428572,85.71428571428571,9.346428571428572,31
Galle,2019,31,26.31428571428572,86.75,15.382142857142862,956
Galle,2020,31,26.70357142857143,85.0,6.34642857142857,60
Galle,2019,35,26.026785714285715,87.82142857142857,13.778571428571428,470
Galle,2021,35,26.401785714285715,85.64285714285714,9.582142857142856,41
Galle,2020,36,26.1375,87.07142857142857,11.14285714285714,67
Galle,2021,39,26.442857142857143,83.92857142857143,8.800000000000002,69
Galle,2019,40,25.65357142857143,88.35714285714286,16.064285714285713,536
Galle,2020,40,26.667857142857144,83.82142857142857,4.7714285714285705,27
Galle,2019,44,26.18035714285714,87.10714285714286,7.403571428571428,993
Galle,2020,44,26.1875,86.85714285714286,18.821428571428573,17
Galle,2021,44,25.758928571428573,85.42857142857143,14.167857142857144,106
Galle,2019,48,26.09464285714286,86.03571428571429,8.667857142857143,823
Galle,2021,48,25.683928571428574,85.42857142857143,4.260714285714285,173
Galle,2020,49,25.89107142857143,85.60714285714286,5.4071428571428575,12
Galle,2021,53,25.408928571428568,87.60714285714286,9.29285714285714,23
Gampaha,2019,1,27.417857142857144,69.89285714285714,0.7285714285714286,724
Gampaha,2020,1,27.71964285714285,73.07142857142857,0.7892857142857145,1049
Gampaha,2019,5,27.555357142857144,79.21428571428571,7.289285714285714,466
Gampaha,2020,5,29.15178571428571,67.60714285714286,0.8964285714285715,452
Gampaha,2021,5,27.35714285714286,73.71428571428571,0.5928571428571427,199
Gampaha,2019,9,,,0.0,511
Gampaha,2020,9,28.605357142857137,76.5,2.275,128
Gampaha,2021,9,27.296428571428564,81.0,7.899999999999999,285
Gampaha,2021,13,27.44107142857144,83.07142857142857,3.032142857142857,268
Gampaha,2019,14,28.60714285714286,78.0,4.639285714285713,429
Gampaha,2020,14,28.153571428571425,82.82142857142857,6.010714285714287,36
Gampaha,2021,17,27.23392857142857,87.53571428571429,15.342857142857143,211
Gampaha,2019,18,27.80178571428572,83.96428571428571,4.071428571428573,569
Gampaha,2020,18,27.85178571428571,86.71428571428571,10.010714285714286,95
Gampaha,2019,22,27.535714285714285,85.75,10.22857142857143,890
Gampaha,2021,22,26.758928571428577,86.64285714285714,8.614285714285712,491
Gampaha,2020,23,27.391071428571426,86.17857142857143,9.478571428571428,188
Gampaha,2021,26,26.857142857142858,86.07142857142857,9.589285714285715,642
Gampaha,2019,27,27.17678571428572,84.53571428571429,6.217857142857143,1760
Gampaha,2020,27,26.808928571428574,87.42857142857143,8.089285714285714,175
Gampaha,2021,30,26.4875,86.82142857142857,8.792857142857144,181
Gampaha,2019,31,26.432142857142857,88.28571428571429,15.339285714285712,2059
Gampaha,2020,31,26.830357142857142,86.60714285714286,6.935714285714286,216
Gampaha,2019,35,26.312500000000007,89.07142857142857,12.421428571428573,1515
Gampaha,2021,35,26.59285714285715,87.21428571428571,9.657142857142857,256
Gampaha,2020,36,26.14642857142857,89.25,14.424999999999995,171
Gampaha,2021,39,26.341071428571425,87.32142857142857,11.853571428571428,685
Gampaha,2019,40,25.92678571428572,89.92857142857143,19.90357142857143,2070
Gampaha,2020,40,26.71071428571429,85.07142857142857,3.9571428571428577,43
Gampaha,2019,44,26.39107142857143,88.78571428571429,12.789285714285713,3154
Gampaha,2020,44,26.519642857142863,87.39285714285714,14.189285714285717,51
Gampaha,2021,44,25.58214285714285,89.03571428571429,18.95357142857143,1172
Gampaha,2019,48,26.52321428571429,86.0,7.939285714285715,2426
Gampaha,2021,48,26.56428571428572,80.14285714285714,2.460714285714286,1907
Gampaha,2020,49,26.03571428571429,84.39285714285714,5.053571428571429,51
Gampaha,2021,53,25.9875,84.17857142857143,6.764285714285714,123
Hambantota,2019,1,25.760714285714283,83.35714285714286,0.8285714285714285,140
Hambantota,2020,1,27.02142857142857,78.92857142857143,0.3178571428571428,156
Hambantota,2019,5,26.930357142857144,81.92857142857143,3.803571428571429,91
Hambantota,2020,5,27.401785714285708,76.5,1.082142857142857,78
Hambantota,2021,5,26.360714285714288,82.17857142857143,1.007142857142857,24
Hambantota,2019,9,27.21428571428572,81.78571428571429,1.6285714285714286,80
Hambantota,2020,9,27.51428571428572,78.92857142857143,0.425,24
Hambantota,2021,9,26.79642857142857,82.17857142857143,3.071428571428572,34
Hambantota,2021,13,27.444642857142856,83.17857142857143,3.146428571428572,42
Hambantota,2019,14,27.682142857142864,82.89285714285714,3.085714285714286,81
Hambantota,2020,14,27.7,83.17857142857143,2.971428571428571,6
Hambantota,2021,17,27.5,84.28571428571429,7.835714285714286,25
Hambantota,2019,18,27.81428571428571,83.71428571428571,5.728571428571429,109
Hambantota,2020,18,27.79464285714285,86.03571428571429,6.796428571428571,11
Hambantota,2019,22,27.755357142857143,83.5,7.264285714285714,124
Hambantota,2021,22,27.20714285714286,84.21428571428571,5.057142857142856,68
Hambantota,2020,23,27.56428571428572,84.60714285714286,3.375,15
Hambantota,2021,26,26.894642857142856,85.5,6.457142857142856,51
Hambantota,2019,27,27.4,83.85714285714286,3.967857142857142,272
Hambantota,2020,27,26.966071428571425,85.89285714285714,7.6,24
Hambantota,2021,30,26.548214285714288,85.57142857142857,5.242857142857142,24
Hambantota,2019,31,26.892857142857142,85.28571428571429,10.135714285714286,271
Hambantota,2020,31,26.992857142857144,85.67857142857143,3.239285714285714,17
Hambantota,2019,35,26.56428571428572,86.0,11.307142857142855,199
Hambantota,2021,35,26.77857142857143,85.21428571428571,6.4,23
Hambantota,2020,36,26.558928571428567,86.42857142857143,6.889285714285714,12
Hambantota,2021,39,26.89642857142857,83.64285714285714,5.371428571428572,40
Hambantota,2019,40,26.23214285714285,86.10714285714286,11.317857142857145,224
Hambantota,2020,40,26.919642857142858,84.71428571428571,2.967857142857143,10
Hambantota,2019,44,26.65535714285713,85.96428571428571,5.960714285714284,263
Hambantota,2020,44,26.77857142857143,85.39285714285714,6.9607142857142845,6
Hambantota,2021,44,26.441071428571423,84.25,10.450000000000005,43
Hambantota,2019,48,26.642857142857142,84.42857142857143,3.871428571428571,195
Hambantota,2021,48,26.319642857142853,83.25,4.725,71
Hambantota,2020,49,26.35892857142857,84.42857142857143,3.889285714285714,9
Hambantota,2021,53,25.88928571428572,85.17857142857143,5.874999999999999,22
Jaffna,2019,1,25.10535714285714,74.89285714285714,0.1785714285714285,900
Jaffna,2020,1,26.19464285714285,78.57142857142857,0.4785714285714286,1061
Jaffna,2019,5,27.30357142857143,76.89285714285714,0.6714285714285715,454
Jaffna,2020,5,27.103571428571428,71.42857142857143,0.2964285714285714,490
Jaffna,2021,5,25.75,76.71428571428571,0.6607142857142857,4
Jaffna,2019,9,28.871428571428567,73.28571428571429,0.225,268
Jaffna,2020,9,28.425,72.25,0.0928571428571428,154
Jaffna,2021,9,28.099999999999994,74.92857142857143,0.6214285714285713,6
Jaffna,2021,13,29.17678571428572,78.07142857142857,2.1142857142857148,5
Jaffna,2019,14,29.694642857142863,74.96428571428571,0.9035714285714284,161
Jaffna,2020,14,29.86607142857143,74.78571428571429,0.9464285714285714,38
Jaffna,2021,17,29.03035714285714,79.92857142857143,3.8,2
Jaffna,2019,18,30.32321428571428,76.60714285714286,0.1857142857142857,123
Jaffna,2020,18,30.144642857142856,78.42857142857143,1.8357142857142856,112
Jaffna,2019,22,29.998214285714283,78.07142857142857,0.375,59
Jaffna,2021,22,29.06964285714286,79.07142857142857,2.6071428571428568,3
Jaffna,2020,23,29.700000000000003,77.75,1.307142857142857,58
Jaffna,2021,26,28.767857142857142,79.42857142857143,1.985714285714285,3
Jaffna,2019,27,29.18392857142857,78.57142857142857,1.2071428571428573,90
Jaffna,2020,27,28.725,80.46428571428571,1.775,51
Jaffna,2021,30,28.60714285714285,79.89285714285714,1.4571428571428569,1
Jaffna,2019,31,28.53214285714286,80.32142857142857,2.7607142857142857,110
Jaffna,2020,31,28.43214285714286,81.82142857142857,1.1285714285714286,26
Jaffna,2019,35,28.03928571428571,81.57142857142857,4.089285714285714,154
Jaffna,2021,35,28.4125,81.07142857142857,2.9107142857142856,0
Jaffna,2020,36,28.144642857142856,81.21428571428571,2.8571428571428577,55
Jaffna,2021,39,27.353571428571428,83.57142857142857,9.189285714285717,1
Jaffna,2019,40,27.15714285714286,84.96428571428571,8.010714285714286,538
Jaffna,2020,40,28.3125,80.39285714285714,2.7857142857142856,52
Jaffna,2019,44,27.262500000000003,85.0,3.060714285714286,2641
Jaffna,2020,44,27.02142857142857,84.21428571428571,6.917857142857144,21
Jaffna,2021,44,26.264285714285712,86.39285714285714,20.53214285714285,20
Jaffna,2019,48,26.235714285714288,83.71428571428571,5.396428571428572,2763
Jaffna,2021,48,26.11607142857143,79.64285714285714,1.8857142857142857,114
Jaffna,2020,49,25.58571428571428,84.14285714285714,14.814285714285718,39
Jaffna,2021,53,25.69821428571429,83.92857142857143,9.475,14
Kalutara,2019,1,26.1125,80.46428571428571,1.3964285714285718,372
Kalutara,2020,1,26.71607142857143,81.53571428571429,1.025,536
Kalutara,2019,5,26.84107142857142,82.67857142857143,3.660714285714285,202
Kalutara,2020,5,27.22678571428572,79.07142857142857,1.2892857142857146,273
Kalutara,2021,5,26.632142857142856,80.5,1.225,76
Kalutara,2019,9,27.328571428571426,79.82142857142857,2.3571428571428568,250
Kalutara,2020,9,27.946428571428577,78.32142857142857,1.4857142857142858,112
Kalutara,2021,9,26.68035714285714,83.39285714285714,7.932142857142857,132
Kalutara,2021,13,27.1625,83.96428571428571,3.207142857142858,162
Kalutara,2019,14,28.11607142857143,79.53571428571429,3.932142857142858,219
Kalutara,2020,14,27.79464285714286,83.28571428571429,5.507142857142858,46
Kalutara,2021,17,27.26607142857143,85.57142857142857,13.44285714285714,99
Kalutara,2019,18,27.716071428571425,83.60714285714286,5.550000000000002,384
Kalutara,2020,18,27.600000000000005,86.39285714285714,10.05714285714286,111
Kalutara,2019,22,27.6125,83.89285714285714,9.717857142857142,749
Kalutara,2021,22,26.98571428571428,84.17857142857143,8.278571428571428,192
Kalutara,2020,23,27.360714285714288,84.57142857142857,8.292857142857143,250
Kalutara,2021,26,26.8625,84.57142857142857,9.814285714285711,304
Kalutara,2019,27,27.166071428571435,83.75,6.464285714285713,1136
Kalutara,2020,27,26.86428571428572,85.92857142857143,8.14285714285714,177
Kalutara,2021,30,26.48392857142857,85.57142857142857,8.62857142857143,131
Kalutara,2019,31,26.53214285714286,86.92857142857143,13.578571428571433,1095
Kalutara,2020,31,26.88928571428572,85.21428571428571,5.099999999999999,101
Kalutara,2019,35,26.278571428571425,87.89285714285714,11.871428571428572,737
Kalutara,2021,35,26.64642857142857,85.46428571428571,8.750000000000002,112
Kalutara,2020,36,26.28214285714286,87.28571428571429,11.432142857142855,82
Kalutara,2021,39,26.51428571428572,84.78571428571429,9.460714285714287,291
Kalutara,2019,40,25.88928571428572,88.75,14.921428571428567,988
Kalutara,2020,40,26.84285714285714,83.60714285714286,3.8571428571428577,37
Kalutara,2019,44,26.175,88.25,9.2,1310
Kalutara,2020,44,26.45892857142858,86.57142857142857,9.05357142857143,33
Kalutara,2021,44,25.76607142857144,86.92857142857143,16.57142857142857,454
Kalutara,2019,48,26.230357142857144,87.71428571428571,5.9750000000000005,953
Kalutara,2021,48,25.83392857142857,85.03571428571429,2.8928571428571423,806
Kalutara,2020,49,26.02142857142857,85.0,4.721428571428571,52
Kalutara,2021,53,25.69642857142857,87.0,8.903571428571428,77
Kandy,2019,1,22.06785714285714,83.42857142857143,1.8535714285714284,288
Kandy,2020,1,22.714285714285715,82.39285714285714,0.55,674
Kandy,2019,5,23.0,85.64285714285714,5.971428571428572,229
Kandy,2020,5,23.491071428571423,78.10714285714286,1.0785714285714283,290
Kandy,2021,5,22.76428571428572,81.82142857142857,0.7571428571428572,54
Kandy,2019,9,24.078571428571426,75.96428571428571,0.7964285714285714,231
Kandy,2020,9,24.9875,71.60714285714286,0.3535714285714285,114
Kandy,2021,9,23.47678571428571,79.75,3.5571428571428574,82
Kandy,2021,13,24.191071428571423,80.60714285714286,6.296428571428572,97
Kandy,2019,14,25.869642857142857,74.92857142857143,3.849999999999999,192
Kandy,2020,14,25.34285714285714,78.64285714285714,2.667857142857142,36
Kandy,2021,17,23.998214285714283,86.0,7.625000000000001,53
Kandy,2019,18,25.446428571428573,75.39285714285714,1.0035714285714286,296
Kandy,2020,18,24.8,85.28571428571429,8.478571428571428,230
Kandy,2019,22,25.1875,77.96428571428571,2.232142857142857,289
Kandy,2021,22,23.205357142857142,85.10714285714286,4.135714285714285,110
Kandy,2020,23,24.2375,79.96428571428571,2.139285714285714,449
Kandy,2021,26,23.466071428571425,84.89285714285714,4.171428571428571,159
Kandy,2019,27,24.558928571428574,77.14285714285714,2.2107142857142854,515
Kandy,2020,27,24.25,78.57142857142857,3.839285714285714,595
Kandy,2021,30,23.139285714285712,84.14285714285714,2.9428571428571426,86
Kandy,2019,31,23.373214285714283,83.75,4.428571428571429,677
Kandy,2020,31,23.307142857142853,82.67857142857143,4.189285714285714,406
Kandy,2019,35,23.77142857142857,81.57142857142857,2.771428571428572,784
Kandy,2021,35,23.485714285714288,84.14285714285714,3.3500000000000005,93
Kandy,2020,36,22.989285714285707,85.96428571428571,5.660714285714287,275
Kandy,2021,39,23.158928571428568,86.60714285714286,6.364285714285714,148
Kandy,2019,40,22.80892857142857,88.17857142857143,14.314285714285717,1502
Kandy,2020,40,22.99821428571429,83.96428571428571,3.1607142857142856,205
